Subject_ID	subject_id	query_id	ensembl_gene_id	external_gene_name	prefix
XM_002663981	XM_002663981.6	XM_039654878.1	ENSDARG00000076776	NA	XM
NM_001002045	NM_001002045.3	XM_039654888.1	ENSDARG00000018109	mafga	NM
NM_001002045	NM_001002045.3	XM_039654889.1	ENSDARG00000018109	mafga	NM
NM_001020530	NM_001020530.1	XM_039654890.1	NA	NA	NM
NM_001045258	NM_001045258.1	XM_039654891.1	ENSDARG00000006621	pspc1	NM
XM_021480350	XM_021480350.1	XM_039654892.1	ENSDARG00000115189	NA	XM
NM_001079992	NM_001079992.2	XM_039654894.1	ENSDARG00000012422	col11a2	NM
XM_002664258	XM_002664258.6	XM_039654895.1	ENSDARG00000028824	SLC34A1	XM
XM_021481082	XM_021481082.1	XM_039654898.1	NA	NA	XM
XM_021481082	XM_021481082.1	XM_039654900.1	NA	NA	XM
NM_001289884	NM_001289884.2	XM_039654901.1	ENSDARG00000098291	trpc3	NM
NM_001289884	NM_001289884.2	XM_039654902.1	ENSDARG00000098291	trpc3	NM
XM_005173066	XM_005173066.4	XM_039654903.1	NA	NA	XM
NM_001045338	NM_001045338.2	XM_039654904.1	ENSDARG00000107444	hrh2a	NM
NM_001082999	NM_001082999.1	XM_039654906.1	ENSDARG00000102111	zbtb49	NM
NM_001082999	NM_001082999.1	XM_039654907.1	ENSDARG00000102111	zbtb49	NM
NM_001082999	NM_001082999.1	XM_039654908.1	ENSDARG00000102111	zbtb49	NM
NM_198803	NM_198803.1	XM_039654909.1	NA	NA	NM
XM_003199767	XM_003199767.5	XM_039654910.1	NA	NA	XM
XM_009307637	XM_009307637.3	XM_039654911.1	ENSDARG00000035763	stx18	XM
NM_200679	NM_200679.2	XM_039654912.1	ENSDARG00000098507	lyar	NM
NM_200679	NM_200679.2	XM_039654913.1	ENSDARG00000098507	lyar	NM
NM_200679	NM_200679.2	XM_039654915.1	ENSDARG00000098507	lyar	NM
NM_200679	NM_200679.2	XM_039654916.1	ENSDARG00000098507	lyar	NM
NM_200679	NM_200679.2	XM_039654917.1	ENSDARG00000098507	lyar	NM
XM_021470946	XM_021470946.1	XM_039654919.1	NA	NA	XM
XM_009307649	XM_009307649.3	XM_039654923.1	ENSDARG00000101385	NA	XM
XM_002664260	XM_002664260.5	XM_039654926.1	ENSDARG00000077606	ARSI	XM
XM_002664260	XM_002664260.5	XM_039654927.1	ENSDARG00000077606	ARSI	XM
XM_001338928	XM_001338928.8	XM_039654930.1	ENSDARG00000099181	NA	XM
XM_001338928	XM_001338928.8	XM_039654931.1	ENSDARG00000099181	NA	XM
XM_001338928	XM_001338928.8	XM_039654932.1	ENSDARG00000099181	NA	XM
XM_009307626	XM_009307626.3	XM_039654933.1	ENSDARG00000089505	NA	XM
XM_009307626	XM_009307626.3	XM_039654934.1	ENSDARG00000089505	NA	XM
XM_009307626	XM_009307626.3	XM_039654935.1	ENSDARG00000089505	NA	XM
NM_178132	NM_178132.2	XM_039654936.1	ENSDARG00000037639	nkx3-2	NM
NM_199752	NM_199752.1	XM_039654938.1	NA	NA	NM
NM_199752	NM_199752.1	XM_039654939.1	NA	NA	NM
NM_199752	NM_199752.1	XM_039654940.1	NA	NA	NM
XM_021476166	XM_021476166.1	XM_039654941.1	ENSDARG00000104815	lmx1ba	XM
NM_001110024	NM_001110024.1	XM_039654953.1	ENSDARG00000045983	zbtb43	NM
XM_009293055	XM_009293055.3	XM_039654955.1	NA	NA	XM
XM_017355640	XM_017355640.2	XM_039654961.1	ENSDARG00000088000	NA	XM
XM_017355640	XM_017355640.2	XM_039654962.1	ENSDARG00000088000	NA	XM
XM_009301026	XM_009301026.3	XM_039654963.1	ENSDARG00000096030	NA	XM
XM_017355501	XM_017355501.2	XM_039654964.1	ENSDARG00000102008	zgc:113135	XM
NM_001076637	NM_001076637.1	XM_039654967.1	ENSDARG00000100482	pmt	NM
NM_001076637	NM_001076637.1	XM_039654968.1	ENSDARG00000100482	pmt	NM
NM_001076637	NM_001076637.1	XM_039654969.1	ENSDARG00000100482	pmt	NM
NM_001076637	NM_001076637.1	XM_039654970.1	ENSDARG00000100482	pmt	NM
XM_021481296	XM_021481296.1	XM_039654971.1	ENSDARG00000105285	FAT4	XM
XM_002667312	XM_002667312.6	XM_039654972.1	ENSDARG00000105552	NA	XM
XM_005171736	XM_005171736.4	XM_039654973.1	ENSDARG00000089262	NA	XM
XM_009307645	XM_009307645.3	XM_039654978.1	ENSDARG00000076294	NA	XM
XM_017359073	XM_017359073.2	XM_039654980.1	NA	NA	XM
XM_021476732	XM_021476732.1	XM_039654984.1	NA	NA	XM
XM_021476732	XM_021476732.1	XM_039654985.1	NA	NA	XM
NM_001030230	NM_001030230.1	XM_039654986.1	ENSDARG00000024030	angptl2a	NM
XM_001921599	XM_001921599.7	XM_039654987.1	ENSDARG00000071906	SEC24B	XM
XM_001921599	XM_001921599.7	XM_039654988.1	ENSDARG00000071906	SEC24B	XM
XM_017359078	XM_017359078.2	XM_039654989.1	ENSDARG00000014139	SRP72	XM
NM_001025185	NM_001025185.1	XM_039654990.1	ENSDARG00000105218	ompa	NM
XM_021481080	XM_021481080.1	XM_039654992.1	NA	NA	XM
XM_021481080	XM_021481080.1	XM_039654993.1	NA	NA	XM
XM_679055	XM_679055.7	XM_039654994.1	ENSDARG00000024443	NA	XM
XM_009307691	XM_009307691.3	XM_039654995.1	ENSDARG00000029088	GUF1	XM
NM_001114567	NM_001114567.1	XM_039654998.1	ENSDARG00000079065	ankrd50	NM
XM_009307655	XM_009307655.3	XM_039654999.1	ENSDARG00000043627	TBC1D9B	XM
XM_009307655	XM_009307655.3	XM_039655000.1	ENSDARG00000043627	TBC1D9B	XM
NM_212569	NM_212569.1	XM_039655006.1	ENSDARG00000101180	mcm7	NM
NM_212569	NM_212569.1	XM_039655007.1	ENSDARG00000101180	mcm7	NM
NM_001017768	NM_001017768.1	XM_039655010.1	NA	NA	NM
NM_001017768	NM_001017768.1	XM_039655011.1	NA	NA	NM
XM_009307634	XM_009307634.3	XM_039655013.1	NA	NA	XM
XM_021475630	XM_021475630.1	XM_039655014.1	ENSDARG00000103636	zgc:174702	XM
NM_001111199	NM_001111199.1	XM_039655016.1	ENSDARG00000078728	znf1068	NM
NM_001111199	NM_001111199.1	XM_039655017.1	ENSDARG00000078728	znf1068	NM
NM_001327991	NM_001327991.1	XM_039655018.1	ENSDARG00000105137	zgc:173705	NM
NM_001327991	NM_001327991.1	XM_039655019.1	ENSDARG00000105137	zgc:173705	NM
NM_001327991	NM_001327991.1	XM_039655020.1	ENSDARG00000105137	zgc:173705	NM
NM_001327991	NM_001327991.1	XM_039655021.1	ENSDARG00000105137	zgc:173705	NM
NM_001327991	NM_001327991.1	XM_039655022.1	ENSDARG00000105137	zgc:173705	NM
NM_001327991	NM_001327991.1	XM_039655023.1	ENSDARG00000105137	zgc:173705	NM
NM_001076606	NM_001076606.1	XM_039655024.1	ENSDARG00000091619	mvb12ba	NM
NM_001076606	NM_001076606.1	XM_039655025.1	ENSDARG00000091619	mvb12ba	NM
NM_001076606	NM_001076606.1	XM_039655026.1	ENSDARG00000091619	mvb12ba	NM
NM_001076606	NM_001076606.1	XM_039655027.1	ENSDARG00000091619	mvb12ba	NM
NM_001076606	NM_001076606.1	XM_039655028.1	ENSDARG00000091619	mvb12ba	NM
XM_001339614	XM_001339614.8	XM_039655029.1	ENSDARG00000059818	NA	XM
NM_001320188	NM_001320188.1	XM_039655030.1	ENSDARG00000040465	irf2b	NM
NM_001320188	NM_001320188.1	XM_039655031.1	ENSDARG00000040465	irf2b	NM
NM_001320188	NM_001320188.1	XM_039655032.1	ENSDARG00000040465	irf2b	NM
XM_002667312	XM_002667312.6	XM_039655033.1	ENSDARG00000105552	NA	XM
NM_001200011	NM_001200011.2	XM_039655034.1	ENSDARG00000102221	hacd4	NM
NM_001200011	NM_001200011.2	XM_039655035.1	ENSDARG00000102221	hacd4	NM
XM_002667181	XM_002667181.6	XM_039655039.1	ENSDARG00000041215	NA	XM
NM_001245966	NM_001245966.1	XM_039655040.1	ENSDARG00000078416	zeb2b	NM
XM_005173064	XM_005173064.3	XM_039655041.1	ENSDARG00000067847	il21	XM
NM_001128574	NM_001128574.1	XM_039655042.1	ENSDARG00000067847	il21	NM
NM_194364	NM_194364.2	XM_039655043.1	ENSDARG00000091277	adra2da	NM
XM_002667777	XM_002667777.4	XM_039655044.1	ENSDARG00000109310	NA	XM
XM_002667777	XM_002667777.4	XM_039655045.1	ENSDARG00000109310	NA	XM
XM_002667777	XM_002667777.4	XM_039655046.1	ENSDARG00000109310	NA	XM
XM_002667777	XM_002667777.4	XM_039655047.1	ENSDARG00000109310	NA	XM
XM_002667777	XM_002667777.4	XM_039655048.1	ENSDARG00000109310	NA	XM
XM_002667777	XM_002667777.4	XM_039655049.1	ENSDARG00000109310	NA	XM
XM_001338263	XM_001338263.6	XM_039655051.1	ENSDARG00000052705	PKP1	XM
NM_201039	NM_201039.1	XM_039655052.1	NA	NA	NM
XM_009307640	XM_009307640.3	XM_039655053.1	NA	NA	XM
NM_001003569	NM_001003569.2	XM_039655054.1	ENSDARG00000003854	acsl1b	NM
NM_001003569	NM_001003569.2	XM_039655055.1	ENSDARG00000003854	acsl1b	NM
XM_017359014	XM_017359014.2	XM_039655057.1	ENSDARG00000104408	zgc:152774	XM
XM_017359014	XM_017359014.2	XM_039655058.1	ENSDARG00000104408	zgc:152774	XM
NM_001163293	NM_001163293.1	XM_039655059.1	ENSDARG00000099545	snx25	NM
XM_003198574	XM_003198574.5	XM_039655062.1	ENSDARG00000091777	MAPKAP1	XM
XM_003198574	XM_003198574.5	XM_039655063.1	ENSDARG00000091777	MAPKAP1	XM
NM_001328552	NM_001328552.1	XM_039655065.1	ENSDARG00000043781	psmb10	NM
XM_021470946	XM_021470946.1	XM_039655071.1	NA	NA	XM
NM_001002390	NM_001002390.2	XM_039655072.1	ENSDARG00000104871	LEPROTL1	NM
XM_005173072	XM_005173072.4	XM_039655073.1	ENSDARG00000038270	PIGG	XM
NM_001080028	NM_001080028.1	XM_039655075.1	ENSDARG00000020984	slc16a10	NM
NM_001076764	NM_001076764.1	XM_039655076.1	NA	NA	NM
XM_009307685	XM_009307685.3	XM_039655077.1	ENSDARG00000088924	NA	XM
XM_009307685	XM_009307685.3	XM_039655078.1	ENSDARG00000088924	NA	XM
XM_009307687	XM_009307687.3	XM_039655079.1	ENSDARG00000040463	NA	XM
XM_009307688	XM_009307688.3	XM_039655080.1	ENSDARG00000089009	NA	XM
XM_009307688	XM_009307688.3	XM_039655081.1	ENSDARG00000089009	NA	XM
XM_009307688	XM_009307688.3	XM_039655082.1	ENSDARG00000089009	NA	XM
XM_009307688	XM_009307688.3	XM_039655083.1	ENSDARG00000089009	NA	XM
XM_009307688	XM_009307688.3	XM_039655084.1	ENSDARG00000089009	NA	XM
XM_003199771	XM_003199771.5	XM_039655085.1	NA	NA	XM
XM_021470814	XM_021470814.1	XM_039655086.1	NA	NA	XM
XM_021470814	XM_021470814.1	XM_039655087.1	NA	NA	XM
XM_021470814	XM_021470814.1	XM_039655088.1	NA	NA	XM
XM_001922411	XM_001922411.7	XM_039655089.1	ENSDARG00000074646	ADAMTS16	XM
XM_021470814	XM_021470814.1	XM_039655090.1	NA	NA	XM
XM_021470814	XM_021470814.1	XM_039655091.1	NA	NA	XM
XM_021470814	XM_021470814.1	XM_039655092.1	NA	NA	XM
NM_001013527	NM_001013527.1	XM_039655093.1	ENSDARG00000040469	enpp6	NM
NM_001130593	NM_001130593.1	XM_039655094.1	ENSDARG00000100649	tlr1	NM
XM_017358986	XM_017358986.2	XM_039655095.1	ENSDARG00000043031	ints10	XM
NM_212639	NM_212639.1	XM_039655096.1	ENSDARG00000043031	ints10	NM
XM_001922411	XM_001922411.7	XM_039655098.1	ENSDARG00000074646	ADAMTS16	XM
NM_001290213	NM_001290213.1	XM_039655101.1	ENSDARG00000089181	adad1	NM
NM_001100106	NM_001100106.2	XM_039655102.1	ENSDARG00000103276	fcer1g	NM
NM_131273	NM_131273.1	XM_039655103.1	ENSDARG00000116118	msx1a	NM
NM_001002390	NM_001002390.2	XM_039655106.1	ENSDARG00000104871	LEPROTL1	NM
NM_131644	NM_131644.1	XM_039655107.1	ENSDARG00000043923	sox9b	NM
NM_131644	NM_131644.1	XM_039655108.1	ENSDARG00000043923	sox9b	NM
NM_131734	NM_131734.3	XM_039655117.1	ENSDARG00000104068	gstp1.2	NM
NM_131734	NM_131734.3	XM_039655118.1	ENSDARG00000104068	gstp1.2	NM
NM_207184	NM_207184.1	XM_039655119.1	ENSDARG00000101831	irx1a	NM
NM_001289884	NM_001289884.2	XM_039655120.1	ENSDARG00000098291	trpc3	NM
NM_001080560	NM_001080560.2	XM_039655123.1	ENSDARG00000099143	fnta	NM
XM_003200941	XM_003200941.5	XM_039655124.1	ENSDARG00000100915	NA	XM
NM_207184	NM_207184.1	XM_039655125.1	ENSDARG00000101831	irx1a	NM
NM_001013482	NM_001013482.1	XM_039655127.1	ENSDARG00000089055	ube2ka	NM
XM_021481297	XM_021481297.1	XM_039655131.1	ENSDARG00000104869	NA	XM
NM_001080086	NM_001080086.1	XM_039655132.1	NA	NA	NM
NM_001089522	NM_001089522.1	XM_039655133.1	ENSDARG00000103523	nudt6	NM
NM_212823	NM_212823.2	XM_039655134.1	ENSDARG00000104348	fgf2	NM
NM_201057	NM_201057.1	XM_039655135.1	ENSDARG00000001785	irx2a	NM
NM_213211	NM_213211.1	XM_039655139.1	ENSDARG00000059150	tmem107	NM
XM_009307644	XM_009307644.3	XM_039655140.1	ENSDARG00000021521	rgs14a	XM
XM_009307644	XM_009307644.3	XM_039655141.1	ENSDARG00000021521	rgs14a	XM
XM_001334118	XM_001334118.6	XM_039655142.1	ENSDARG00000098774	si:zfos-741a10.3	XM
XM_001334118	XM_001334118.6	XM_039655143.1	ENSDARG00000098774	si:zfos-741a10.3	XM
XM_009301153	XM_009301153.3	XM_039655145.1	NA	NA	XM
XM_021481298	XM_021481298.1	XM_039655146.1	ENSDARG00000103290	NA	XM
XM_021481298	XM_021481298.1	XM_039655147.1	ENSDARG00000103290	NA	XM
NM_207184	NM_207184.1	XM_039655149.1	ENSDARG00000101831	irx1a	NM
XM_005174094	XM_005174094.4	XM_039655150.1	ENSDARG00000115082	NA	XM
XM_017353710	XM_017353710.2	XM_039655151.1	ENSDARG00000115082	NA	XM
XM_005174094	XM_005174094.4	XM_039655152.1	ENSDARG00000115082	NA	XM
NM_198209	NM_198209.2	XM_039655153.1	ENSDARG00000089368	hopx	NM
NM_001044920	NM_001044920.1	XM_039655154.1	ENSDARG00000069281	pimr109	NM
NM_001044920	NM_001044920.1	XM_039655155.1	ENSDARG00000069281	pimr109	NM
XM_021467065	XM_021467065.1	XM_039655156.1	NA	NA	XM
XM_021467065	XM_021467065.1	XM_039655157.1	NA	NA	XM
NM_131755	NM_131755.1	XM_039655158.1	ENSDARG00000004219	slc6a3	NM
XM_017359061	XM_017359061.2	XM_039655166.1	ENSDARG00000021392	NA	XM
NM_214774	NM_214774.2	XM_039655167.1	ENSDARG00000015759	tspan7	NM
NM_214774	NM_214774.2	XM_039655168.1	ENSDARG00000015759	tspan7	NM
NM_213439	NM_213439.1	XM_039655169.1	ENSDARG00000018145	mid1ip1l	NM
XM_001332259	XM_001332259.8	XM_039655170.1	ENSDARG00000077912	NA	XM
XM_001332259	XM_001332259.8	XM_039655171.1	ENSDARG00000077912	NA	XM
XM_009291119	XM_009291119.3	XM_039655173.1	ENSDARG00000087574	nox1	XM
NM_200114	NM_200114.2	XM_039655174.1	ENSDARG00000090788	cstf2	NM
NM_200114	NM_200114.2	XM_039655175.1	ENSDARG00000090788	cstf2	NM
NM_200114	NM_200114.2	XM_039655176.1	ENSDARG00000090788	cstf2	NM
NM_200114	NM_200114.2	XM_039655177.1	ENSDARG00000090788	cstf2	NM
NM_001007406	NM_001007406.1	XM_039655178.1	ENSDARG00000044011	xkrx	NM
NM_001007406	NM_001007406.1	XM_039655179.1	ENSDARG00000044011	xkrx	NM
XM_005173309	XM_005173309.3	XM_039655180.1	ENSDARG00000052575	arl13a	XM
NM_200818	NM_200818.1	XM_039655182.1	ENSDARG00000052575	arl13a	NM
NM_001014313	NM_001014313.2	XM_039655183.1	ENSDARG00000052567	tmem35	NM
XM_001920770	XM_001920770.7	XM_039655184.1	ENSDARG00000052565	CENPI	XM
NM_001080567	NM_001080567.1	XM_039655185.1	ENSDARG00000101419	drp2	NM
XM_009291223	XM_009291223.3	XM_039655186.1	ENSDARG00000098164	NA	XM
NM_173260	NM_173260.1	XM_039655187.1	ENSDARG00000019572	taf7	NM
XM_017358977	XM_017358977.2	XM_039655188.1	ENSDARG00000020759	elf1	XM
XM_017358977	XM_017358977.2	XM_039655189.1	ENSDARG00000020759	elf1	XM
XM_017358977	XM_017358977.2	XM_039655190.1	ENSDARG00000020759	elf1	XM
NM_001114413	NM_001114413.1	XM_039655191.1	ENSDARG00000052615	tnmd	NM
XM_021481247	XM_021481247.1	XM_039655193.1	ENSDARG00000076060	DIAPH2	XM
XM_021481247	XM_021481247.1	XM_039655194.1	ENSDARG00000076060	DIAPH2	XM
XM_021481246	XM_021481246.1	XM_039655195.1	ENSDARG00000076060	DIAPH2	XM
NM_131782	NM_131782.2	XM_039655196.1	ENSDARG00000006865	glra4a	NM
NM_131782	NM_131782.2	XM_039655197.1	ENSDARG00000006865	glra4a	NM
NM_001006103	NM_001006103.2	XM_039655198.1	ENSDARG00000036155	gla	NM
XM_691995	XM_691995.8	XM_039655199.1	ENSDARG00000113249	NA	XM
XM_691995	XM_691995.8	XM_039655200.1	ENSDARG00000113249	NA	XM
XM_691995	XM_691995.8	XM_039655201.1	ENSDARG00000113249	NA	XM
XM_017359015	XM_017359015.2	XM_039655202.1	ENSDARG00000019236	gsr	XM
XM_005169592	XM_005169592.4	XM_039655203.1	ENSDARG00000019236	gsr	XM
XM_009293053	XM_009293053.3	XM_039655204.1	ENSDARG00000063229	XPO1	XM
NM_001008647	NM_001008647.1	XM_039655205.1	ENSDARG00000026682	zgc:101583	NM
XM_021481008	XM_021481008.1	XM_039655206.1	ENSDARG00000026682	zgc:101583	XM
XM_021481008	XM_021481008.1	XM_039655207.1	ENSDARG00000026682	zgc:101583	XM
NM_001003637	NM_001003637.3	XM_039655208.1	ENSDARG00000023672	timm8a	NM
XM_009291221	XM_009291221.3	XM_039655210.1	ENSDARG00000116892	NA	XM
NM_001104942	NM_001104942.1	XM_039655211.1	ENSDARG00000103996	spdl1	NM
XM_009291221	XM_009291221.3	XM_039655212.1	ENSDARG00000116892	NA	XM
XM_009291087	XM_009291087.3	XM_039655214.1	ENSDARG00000052674	csnk1a1	XM
XM_009291087	XM_009291087.3	XM_039655215.1	ENSDARG00000052674	csnk1a1	XM
XM_001333632	XM_001333632.7	XM_039655216.1	ENSDARG00000079857	SANBR	XM
XM_009291086	XM_009291086.3	XM_039655217.1	ENSDARG00000052674	csnk1a1	XM
NM_152951	NM_152951.1	XM_039655218.1	ENSDARG00000112077	csnk1a1	NM
XM_005169601	XM_005169601.4	XM_039655219.1	ENSDARG00000006924	FBXO38	XM
XM_001339450	XM_001339450.7	XM_039655220.1	ENSDARG00000006924	FBXO38	XM
XM_001339450	XM_001339450.7	XM_039655221.1	ENSDARG00000006924	FBXO38	XM
XM_005169601	XM_005169601.4	XM_039655222.1	ENSDARG00000006924	FBXO38	XM
XM_001333632	XM_001333632.7	XM_039655223.1	ENSDARG00000079857	SANBR	XM
XM_005169601	XM_005169601.4	XM_039655224.1	ENSDARG00000006924	FBXO38	XM
XM_005169601	XM_005169601.4	XM_039655225.1	ENSDARG00000006924	FBXO38	XM
XM_009291120	XM_009291120.3	XM_039655226.1	ENSDARG00000034344	pcdh19	XM
NM_001281721	NM_001281721.1	XM_039655227.1	ENSDARG00000114889	hnrnpa0l	NM
NM_001256204	NM_001256204.1	XM_039655231.1	ENSDARG00000034060	elac2	NM
XM_009299178	XM_009299178.3	XM_039655232.1	ENSDARG00000063583	map2k4a	XM
NM_205736	NM_205736.2	XM_039655233.1	ENSDARG00000063583	map2k4a	NM
XM_017355459	XM_017355459.2	XM_039655234.1	ENSDARG00000092968	NA	XM
XM_005164355	XM_005164355.4	XM_039655235.1	ENSDARG00000063583	map2k4a	XM
XM_683433	XM_683433.9	XM_039655236.1	ENSDARG00000062106	KLF5	XM
XM_005167787	XM_005167787.3	XM_039655237.1	ENSDARG00000056138	SF3B1	XM
XM_005167787	XM_005167787.3	XM_039655238.1	ENSDARG00000056138	SF3B1	XM
XM_005167787	XM_005167787.3	XM_039655239.1	ENSDARG00000056138	SF3B1	XM
XM_005167787	XM_005167787.3	XM_039655240.1	ENSDARG00000056138	SF3B1	XM
XM_005167787	XM_005167787.3	XM_039655241.1	ENSDARG00000056138	SF3B1	XM
NM_001127471	NM_001127471.1	XM_039655242.1	ENSDARG00000079252	fam117ab	NM
NM_001328576	NM_001328576.1	XM_039655243.1	ENSDARG00000069853	txndc9	NM
NM_001328575	NM_001328575.1	XM_039655244.1	ENSDARG00000069853	txndc9	NM
XM_009299178	XM_009299178.3	XM_039655245.1	ENSDARG00000063583	map2k4a	XM
NM_001017883	NM_001017883.1	XM_039655246.1	ENSDARG00000041503	med4	NM
XM_009300420	XM_009300420.3	XM_039655247.1	ENSDARG00000005476	nav3	XM
XM_021478896	XM_021478896.1	XM_039655249.1	ENSDARG00000077382	NA	XM
XM_021478896	XM_021478896.1	XM_039655250.1	ENSDARG00000077382	NA	XM
NM_001014326	NM_001014326.2	XM_039655251.1	ENSDARG00000010318	srpx	NM
NM_001014326	NM_001014326.2	XM_039655252.1	ENSDARG00000010318	srpx	NM
NM_182867	NM_182867.1	XM_039655253.1	ENSDARG00000014427	mxe	NM
NM_182867	NM_182867.1	XM_039655254.1	ENSDARG00000014427	mxe	NM
XM_005172959	XM_005172959.4	XM_039655255.1	NA	NA	XM
XM_005167621	XM_005167621.4	XM_039655256.1	ENSDARG00000075264	NA	XM
XM_001922340	XM_001922340.7	XM_039655257.1	ENSDARG00000075264	NA	XM
XM_021479950	XM_021479950.1	XM_039655258.1	ENSDARG00000102434	NA	XM
XM_021479950	XM_021479950.1	XM_039655259.1	ENSDARG00000102434	NA	XM
NM_001048063	NM_001048063.1	XM_039655260.1	ENSDARG00000070724	chrna4b	NM
NM_001048063	NM_001048063.1	XM_039655261.1	ENSDARG00000070724	chrna4b	NM
NM_001048063	NM_001048063.1	XM_039655262.1	ENSDARG00000070724	chrna4b	NM
XM_005172959	XM_005172959.4	XM_039655263.1	NA	NA	XM
XM_005156076	XM_005156076.4	XM_039655264.1	ENSDARG00000024560	slc4a1b	XM
XM_005156076	XM_005156076.4	XM_039655265.1	ENSDARG00000024560	slc4a1b	XM
NM_205727	NM_205727.1	XM_039655266.1	ENSDARG00000016022	zic5	NM
NM_131558	NM_131558.1	XM_039655267.1	ENSDARG00000015554	zic2a	NM
NM_001037416	NM_001037416.2	XM_039655268.1	ENSDARG00000029729	clybl	NM
XM_021478761	XM_021478761.1	XM_039655269.1	ENSDARG00000029729	clybl	XM
XM_021471551	XM_021471551.1	XM_039655270.1	NA	NA	XM
XM_021471551	XM_021471551.1	XM_039655271.1	NA	NA	XM
XM_021474900	XM_021474900.1	XM_039655272.1	ENSDARG00000102673	NA	XM
XM_001346243	XM_001346243.7	XM_039655273.1	ENSDARG00000103309	NA	XM
NM_200645	NM_200645.1	XM_039655274.1	ENSDARG00000071037	pex13	NM
XM_021480204	XM_021480204.1	XM_039655275.1	ENSDARG00000074119	FRMPD2	XM
XM_001346243	XM_001346243.7	XM_039655276.1	ENSDARG00000103309	NA	XM
NM_001115109	NM_001115109.1	XM_039655278.1	ENSDARG00000100652	znf1147	NM
XM_003199189	XM_003199189.5	XM_039655279.1	ENSDARG00000073935	WNT6	XM
NM_205733	NM_205733.1	XM_039655280.1	ENSDARG00000040959	rabl3	NM
NM_130980	NM_130980.1	XM_039655281.1	ENSDARG00000017155	wnt10a	NM
XM_009306390	XM_009306390.3	XM_039655282.1	ENSDARG00000074119	FRMPD2	XM
XM_017351330	XM_017351330.2	XM_039655283.1	ENSDARG00000058695	DDR2	XM
XM_017351330	XM_017351330.2	XM_039655284.1	ENSDARG00000058695	DDR2	XM
XM_017351330	XM_017351330.2	XM_039655285.1	ENSDARG00000058695	DDR2	XM
NM_001004670	NM_001004670.1	XM_039655286.1	ENSDARG00000004307	lypd6	NM
NM_001004652	NM_001004652.3	XM_039655287.1	ENSDARG00000069920	cox17	NM
XM_021478789	XM_021478789.1	XM_039655288.1	ENSDARG00000056617	NA	XM
NM_001020794	NM_001020794.1	XM_039655290.1	ENSDARG00000116533	crygm6	NM
XM_009301022	XM_009301022.2	XM_039655292.1	ENSDARG00000096141	zgc:173624	XM
NM_001003508	NM_001003508.1	XM_039655293.1	ENSDARG00000078671	cdk5r2b	NM
XM_678124	XM_678124.9	XM_039655294.1	ENSDARG00000076434	ARHGAP22	XM
NM_001003636	NM_001003636.1	XM_039655295.1	ENSDARG00000012796	hnmt	NM
NM_001002584	NM_001002584.1	XM_039655296.1	ENSDARG00000041925	cryba2b	NM
XM_005167477	XM_005167477.2	XM_039655297.1	ENSDARG00000041925	cryba2b	XM
XM_689112	XM_689112.7	XM_039655298.1	ENSDARG00000069926	NA	XM
NM_194405	NM_194405.2	XM_039655299.1	ENSDARG00000069843	kctd12.1	NM
XM_690871	XM_690871.7	XM_039655300.1	ENSDARG00000070059	NA	XM
XM_690871	XM_690871.7	XM_039655301.1	ENSDARG00000070059	NA	XM
NM_001020795	NM_001020795.1	XM_039655303.1	ENSDARG00000114641	crygm7	NM
NM_001123311	NM_001123311.1	XM_039655304.1	ENSDARG00000093318	si:dkey-57a22.15	NM
XM_017358485	XM_017358485.2	XM_039655305.1	ENSDARG00000009870	mapk8b	XM
NM_001123237	NM_001123237.1	XM_039655306.1	ENSDARG00000057108	serpine3	NM
NM_001123237	NM_001123237.1	XM_039655307.1	ENSDARG00000057108	serpine3	NM
NM_131335	NM_131335.1	XM_039655308.1	ENSDARG00000041051	mid1ip1a	NM
NM_200704	NM_200704.1	XM_039655310.1	ENSDARG00000036567	aanat1	NM
XM_017358486	XM_017358486.2	XM_039655311.1	ENSDARG00000009870	mapk8b	XM
NM_001123299	NM_001123299.1	XM_039655312.1	ENSDARG00000092651	sgo2	NM
NM_001123299	NM_001123299.1	XM_039655313.1	ENSDARG00000092651	sgo2	NM
NM_001123299	NM_001123299.1	XM_039655314.1	ENSDARG00000092651	sgo2	NM
NM_001328149	NM_001328149.1	XM_039655315.1	ENSDARG00000009242	fev	NM
NM_001328149	NM_001328149.1	XM_039655316.1	ENSDARG00000009242	fev	NM
NM_131721	NM_131721.2	XM_039655317.1	ENSDARG00000009870	mapk8b	NM
NM_178100	NM_178100.1	XM_039655318.1	ENSDARG00000040946	olig2	NM
XM_021478989	XM_021478989.1	XM_039655320.1	NA	NA	XM
XM_021478989	XM_021478989.1	XM_039655321.1	NA	NA	XM
NM_131378	NM_131378.1	XM_039655322.1	ENSDARG00000018418	pth3r	NM
XM_021478212	XM_021478212.1	XM_039655323.1	NA	NA	XM
NM_001190758	NM_001190758.1	XM_039655324.1	ENSDARG00000101816	col5a3b	NM
NM_001326705	NM_001326705.1	XM_039655325.1	ENSDARG00000101291	txndc11	NM
XM_009296238	XM_009296238.3	XM_039655326.1	ENSDARG00000101291	txndc11	XM
NM_001037438	NM_001037438.1	XM_039655328.1	ENSDARG00000103295	cyp3a65	NM
NM_213260	NM_213260.2	XM_039655329.1	ENSDARG00000102825	olfm2b	NM
NM_200484	NM_200484.1	XM_039655337.1	NA	NA	NM
